,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5
11151,519983.OF,长信量化先锋A,混合型基金,偏股混合型基金,沪深300指数收益率*75%+中证综合债券指数收益率*25%,沪深300指数收益率,75%,中证综合债券指数收益率,25%,nan,,nan,,nan,
11152,519985.OF,长信纯债壹号A,债券型基金,中长期纯债型基金,中债综合指数,中债综合指数,,nan,,nan,,nan,,nan,
11153,519987.OF,长信恒利优势,混合型基金,偏股混合型基金,沪深300指数*70%+上证国债指数*30%,沪深300指数,70%,上证国债指数,30%,nan,,nan,,nan,
11154,519989.OF,长信利丰C,债券型基金,混合债券型二级基金,中证全债指数*90%+中证800指数*10%,中证全债指数,90%,中证800指数,10%,nan,,nan,,nan,
11155,519991.OF,长信双利优选A,混合型基金,偏股混合型基金,中证800指数收益率*60%+中证综合债券指数收益率*40%,中证800指数收益率,60%,中证综合债券指数收益率,40%,nan,,nan,,nan,
11156,519993.OF,长信增利策略,混合型基金,偏股混合型基金,沪深300指数收益率*70%+上证国债指数收益率*30%,沪深300指数收益率,70%,上证国债指数收益率,30%,nan,,nan,,nan,
11157,519994.OF,长信金利趋势,混合型基金,偏股混合型基金,上证A股指数*70%+中证综合债指数*30%,上证A股指数,70%,中证综合债指数,30%,nan,,nan,,nan,
11158,519996.OF,长信银利精选,混合型基金,偏股混合型基金,标普中国A股100指数*80%+中证综合债指数*20%,标普中国A股100指数,80%,中证综合债指数,20%,nan,,nan,,nan,
11159,519998.OF,长信利息收益B,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,
11160,519999.OF,长信利息收益A,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,
11161,530001.OF,建信恒久价值,混合型基金,偏股混合型基金,MSCI中国A股指数*75%+中债综合指数(全价)*20%+一年定期存款利率*5%,MSCI中国A股指数,75%,中债综合指数(全价),20%,一年定期存款利率,5%,nan,,nan,
11162,530002.OF,建信货币A,货币市场型基金,货币市场型基金,六个月银行定期存款利率(税后),六个月银行定期存款利率(税后),,nan,,nan,,nan,,nan,
11163,530003.OF,建信优选成长A,混合型基金,偏股混合型基金,富时中国600成长指数*75%+中国债券总指数*20%+一年定期存款利率*5%,富时中国600成长指数,75%,中国债券总指数,20%,一年定期存款利率,5%,nan,,nan,
11164,530005.OF,建信优化配置,混合型基金,偏股混合型基金,富时中国A600指数*60%+中国债券总指数*40%,富时中国A600指数,60%,中国债券总指数,40%,nan,,nan,,nan,
11165,530006.OF,建信核心精选,混合型基金,偏股混合型基金,沪深300指数*75%+中国债券总指数*25%,沪深300指数,75%,中国债券总指数,25%,nan,,nan,,nan,
11166,530008.OF,建信稳定增利C,债券型基金,混合债券型一级基金,中国债券总指数,中国债券总指数,,nan,,nan,,nan,,nan,
11167,530009.OF,建信收益增强A,债券型基金,混合债券型二级基金,中债国债总指数*70%+中债企业债总指数*30%,中债国债总指数,70%,中债企业债总指数,30%,nan,,nan,,nan,
11168,530010.OF,建信上证社会责任ETF联接,股票型基金,被动指数型基金,上证社会责任指数收益率*95%+商业银行活期存款利率(税后)*5%,上证社会责任指数收益率,95%,商业银行活期存款利率(税后),5%,nan,,nan,,nan,
11169,530011.OF,建信内生动力,混合型基金,偏股混合型基金,沪深300指数收益率*75%+中国债券总指数收益率*25%,沪深300指数收益率,75%,中国债券总指数收益率,25%,nan,,nan,,nan,
11170,530012.OF,建信积极配置,混合型基金,灵活配置型基金,沪深300指数*55%+中国债券总指数*45%,沪深300指数,55%,中国债券总指数,45%,nan,,nan,,nan,
11171,530014.OF,建信利率债,债券型基金,中长期纯债型基金,中债-国债及政策性银行债指数收益率,中债-国债及政策性银行债指数收益率,,nan,,nan,,nan,,nan,
11172,530015.OF,建信深证基本面60ETF联接A,股票型基金,被动指数型基金,深证基本面60指数收益率*95%+商业银行活期存款利率*5%,深证基本面60指数收益率,95%,商业银行活期存款利率,5%,nan,,nan,,nan,
11173,530016.OF,建信恒稳价值,混合型基金,灵活配置型基金,同期三年期银行定期存款利率(税前),同期三年期银行定期存款利率(税前),,nan,,nan,,nan,,nan,
11174,530017.OF,建信双息红利A,债券型基金,混合债券型二级基金,中国债券总指数收益率*90%+中证红利指数收益率*10%,中国债券总指数收益率,90%,中证红利指数收益率,10%,nan,,nan,,nan,
11175,530018.OF,建信深证100指数增强,股票型基金,增强指数型基金,深证100价格指数收益率*95%+商业银行活期存款利率(税后)*5%,深证100价格指数收益率,95%,商业银行活期存款利率(税后),5%,nan,,nan,,nan,
11176,530019.OF,建信社会责任,混合型基金,偏股混合型基金,沪深300指数收益率*75%+中国债券总指数收益率*25%,沪深300指数收益率,75%,中国债券总指数收益率,25%,nan,,nan,,nan,
11177,530020.OF,建信转债增强A,债券型基金,混合债券型二级基金,中证可转换债券指数收益率*60%+中国债券总指数收益率*30%+沪深300指数收益率*10%,中证可转换债券指数收益率,60%,中国债券总指数收益率,30%,沪深300指数收益率,10%,nan,,nan,
11178,530021.OF,建信纯债A,债券型基金,中长期纯债型基金,中债综合全价(总值)指数,中债综合全价(总值)指数,,nan,,nan,,nan,,nan,
11179,530028.OF,建信短债C,债券型基金,短期纯债型基金,中债综合财富(1年以下)指数收益率,中债综合财富(1年以下)指数收益率,,nan,,nan,,nan,,nan,
11180,530029.OF,建信荣元一年定开,债券型基金,中长期纯债型基金,中债综合全价指数收益率,中债综合全价指数收益率,,nan,,nan,,nan,,nan,
11181,530030.OF,建信周盈安心理财A,债券型基金,短期纯债型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,
11182,531008.OF,建信稳定增利A,债券型基金,混合债券型一级基金,中国债券总指数,中国债券总指数,,nan,,nan,,nan,,nan,
11183,531009.OF,建信收益增强C,债券型基金,混合债券型二级基金,中债国债总指数*70%+中债企业债总指数*30%,中债国债总指数,70%,中债企业债总指数,30%,nan,,nan,,nan,
11184,531017.OF,建信双息红利C,债券型基金,混合债券型二级基金,中国债券总指数收益率*90%+中证红利指数收益率*10%,中国债券总指数收益率,90%,中证红利指数收益率,10%,nan,,nan,,nan,
11185,531020.OF,建信转债增强C,债券型基金,混合债券型二级基金,中证可转换债券指数收益率*60%+中国债券总指数收益率*30%+沪深300指数收益率*10%,中证可转换债券指数收益率,60%,中国债券总指数收益率,30%,沪深300指数收益率,10%,nan,,nan,
11186,531021.OF,建信纯债C,债券型基金,中长期纯债型基金,中债综合全价(总值)指数,中债综合全价(总值)指数,,nan,,nan,,nan,,nan,
11187,531028.OF,建信短债A,债券型基金,短期纯债型基金,中债综合财富(1年以下)指数收益率,中债综合财富(1年以下)指数收益率,,nan,,nan,,nan,,nan,
11188,531030.OF,建信周盈安心理财B,债券型基金,短期纯债型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,
11189,539001.OF,建信全球机遇,国际(QDII)基金,国际(QDII)混合型基金,"标准普尔全球BMI市场指数总收益率(S&P Global BMI)*70%+标准普尔BMI中国(除A,B股)指数总收益率(S&P BMI China ex-A-B-Shares)*30%",标准普尔全球BMI市场指数总收益率(S&P Global BMI),70%,"标准普尔BMI中国(除A,B股)指数总收益率(S&P BMI China ex-A-B-Shares)",30%,nan,,nan,,nan,
11190,539002.OF,建信新兴市场优选,国际(QDII)基金,国际(QDII)混合型基金,摩根士丹利资本国际新兴市场指数(MSCI Emerging Markets Index (Net Total Return)),摩根士丹利资本国际新兴市场指数(MSCI Emerging Markets Index (Net Total Return)),,nan,,nan,,nan,,nan,
11191,539003.OF,建信富时100指数人民币A,国际(QDII)基金,国际(QDII)股票型基金,人民币计价的富时100指数收益率*95%(Financial Times Stock Exchange 100 Index)+活期存款利率(税后)*5%,人民币计价的富时100指数收益率,95%(Financial Times Stock Exchange 100 Index),活期存款利率(税后),5%,nan,,nan,,nan,
11192,540001.OF,汇丰晋信2016,债券型基金,混合债券型二级基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,
11193,540002.OF,汇丰晋信龙腾,混合型基金,偏股混合型基金,MSCI中国A股指数*75%+一年期银行定期存款利率(税后)*25%,MSCI中国A股指数,75%,一年期银行定期存款利率(税后),25%,nan,,nan,,nan,
11194,540003.OF,汇丰晋信动态策略A,混合型基金,灵活配置型基金,MSCI中国A股指数收益率*50%+中债新综合指数收益率(全价)*50%,MSCI中国A股指数收益率,50%,中债新综合指数收益率(全价),50%,nan,,nan,,nan,
11195,540004.OF,汇丰晋信2026,混合型基金,平衡混合型基金,中债新综合指数收益率(全价)*55%+MSCI中国A股指数收益率*45%,中债新综合指数收益率(全价),55%,MSCI中国A股指数收益率,45%,nan,,nan,,nan,
11196,540005.OF,汇丰晋信平稳增利中短债A,债券型基金,短期纯债型基金,中债新综合财富(1年以下)指数收益率*50%+中债新综合财富(1-3年)指数收益率*50%,中债新综合财富(1年以下)指数收益率,50%,中债新综合财富(1-3年)指数收益率,50%,nan,,nan,,nan,
11197,540006.OF,汇丰晋信大盘A,股票型基金,普通股票型基金,沪深300指数*90%+同业存款利率*10%,沪深300指数,90%,同业存款利率,10%,nan,,nan,,nan,
11198,540007.OF,汇丰晋信中小盘,股票型基金,普通股票型基金,中证700(中小盘)指数*90%+同业存款利率*10%,中证700(中小盘)指数,90%,同业存款利率,10%,nan,,nan,,nan,
11199,540008.OF,汇丰晋信低碳先锋,股票型基金,普通股票型基金,中证环保指数*90%+同业存款利率(税后)*10%,中证环保指数,90%,同业存款利率(税后),10%,nan,,nan,,nan,
11200,540009.OF,汇丰晋信消费红利,股票型基金,普通股票型基金,中证消费服务领先指数*90%+同业存款利率(税后)*10%,中证消费服务领先指数,90%,同业存款利率(税后),10%,nan,,nan,,nan,
11201,540010.OF,汇丰晋信科技先锋,股票型基金,普通股票型基金,中证TMT指数*90%+同业存款利率(税后)*10%,中证TMT指数,90%,同业存款利率(税后),10%,nan,,nan,,nan,
11202,540011.OF,汇丰晋信货币A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,
11203,540012.OF,汇丰晋信恒生A股A,股票型基金,被动指数型基金,恒生A股行业龙头指数*95%+银行活期存款收益率(税后)*5%,恒生A股行业龙头指数,95%,银行活期存款收益率(税后),5%,nan,,nan,,nan,
11204,541005.OF,汇丰晋信平稳增利中短债C,债券型基金,短期纯债型基金,中债新综合财富(1年以下)指数收益率*50%+中债新综合财富(1-3年)指数收益率*50%,中债新综合财富(1年以下)指数收益率,50%,中债新综合财富(1-3年)指数收益率,50%,nan,,nan,,nan,
11205,541011.OF,汇丰晋信货币B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,
11206,550001.OF,信诚四季红,混合型基金,偏股混合型基金,富时中国全A指数收益率*62.5%+中证国债指数收益率*32.5%+金融同业存款利率*5%,富时中国全A指数收益率,62.5%,中证国债指数收益率,32.5%,金融同业存款利率,5%,nan,,nan,
11207,550002.OF,中信保诚精萃成长,混合型基金,偏股混合型基金,中信标普300指数收益率*80%+中证国债指数收益率*15%+金融同业存款利率*5%,中信标普300指数收益率,80%,中证国债指数收益率,15%,金融同业存款利率,5%,nan,,nan,
11208,550003.OF,中信保诚盛世蓝筹,混合型基金,偏股混合型基金,中信标普50指数收益率*80%+中证综合债指数收益率*20%,中信标普50指数收益率,80%,中证综合债指数收益率,20%,nan,,nan,,nan,
11209,550004.OF,信诚三得益债券A,债券型基金,混合债券型二级基金,中证综合债指数收益率*80%+一年期银行定期存款收益率(税后)*20%,中证综合债指数收益率,80%,一年期银行定期存款收益率(税后),20%,nan,,nan,,nan,
11210,550005.OF,信诚三得益债券B,债券型基金,混合债券型二级基金,中证综合债指数收益率*80%+一年期银行定期存款收益率(税后)*20%,中证综合债指数收益率,80%,一年期银行定期存款收益率(税后),20%,nan,,nan,,nan,
11211,550008.OF,信诚优胜精选,混合型基金,偏股混合型基金,中证800指数收益率*80%+中证综合债指数收益率*20%,中证800指数收益率,80%,中证综合债指数收益率,20%,nan,,nan,,nan,
11212,550009.OF,信诚中小盘,混合型基金,偏股混合型基金,天相中盘指数收益率*40%+天相小盘指数收益率*40%+中证综合债指数收益率*20%,天相中盘指数收益率,40%,天相小盘指数收益率,40%,中证综合债指数收益率,20%,nan,,nan,
11213,550010.OF,信诚货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,
11214,550011.OF,信诚货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,
11215,550012.OF,中信保诚景华A,债券型基金,中长期纯债型基金,中证综合债指数收益率,中证综合债指数收益率,,nan,,nan,,nan,,nan,
11216,550013.OF,中信保诚景华C,债券型基金,中长期纯债型基金,中证综合债指数收益率,中证综合债指数收益率,,nan,,nan,,nan,,nan,
11217,550015.OF,信诚至远A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证综合债指数收益率*50%,沪深300指数收益率,50%,中证综合债指数收益率,50%,nan,,nan,,nan,
11218,550016.OF,信诚至远C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证综合债指数收益率*50%,沪深300指数收益率,50%,中证综合债指数收益率,50%,nan,,nan,,nan,
